brand,@lat,@lon
,59.9710211,30.3191873
,59.8936238,30.4133180
Лента,59.9157495,30.4709036
Дикси,59.9373864,30.3734125
Лента,59.8534293,30.3034802
,59.9534114,30.4095956
,59.7041107,30.3693311
,59.7319553,30.4175196
Пятерочка,59.8545052,30.1477970
Магнит,60.0498300,30.4250701
Магнит,59.9281315,30.3811926
,59.8998133,30.4259362
Пятерочка,60.0574111,30.4774475
Семишагофф,59.8399711,30.4161823
Перекресток,59.8339993,30.5042916
Перекресток,59.9144546,30.4592639
Пятерочка,59.8563920,30.2293354
Пятерочка,60.0317364,30.1396215
Магнит,59.8353896,30.3509865
Магнит,59.8486675,30.3080986
,60.0286993,30.2522278
Пятерочка,59.8396910,30.1288885
Перекресток,60.0261277,30.3032429
Перекресток,59.9378654,30.4348233
Перекресток,59.9489483,30.4891667
Перекресток,60.0068974,30.2749948
,59.9676136,30.3841793
,59.9635004,30.3797693
Пятерочка,59.9072444,29.7689171
Пятерочка,59.9047503,29.7806394
,59.9488166,30.2628036
Перекресток,60.0653779,30.3032649
Пятерочка,60.0444289,30.4501409
Пятерочка,59.8357174,30.2139446
Пятерочка,59.9568594,30.4084390
Магнит,59.8277574,30.2171195
Пятерочка,59.9280112,30.3157277
Пятерочка,60.1125948,30.4910087
Пятерочка,60.0083165,30.2632934
Дикси,60.0112468,30.2462732
Магнит,59.8593127,30.3487289
Пятерочка,59.9416200,30.2203797
Пятерочка,59.7015537,30.1210456
,59.8451397,30.2804408
Перекресток,59.9934876,30.1510227
Пятерочка,59.9258166,30.3755395
Магнит,59.8489760,30.3142313
Магнит,59.8294343,30.5364235
Азбука вкуса,59.9261315,30.3427296
Азбука вкуса,60.0486692,30.3141909
Дикси,59.9342318,30.3705266
Дикси,59.8743652,30.3107791
,59.7271037,30.4176434
Дикси,60.0703487,30.3243334
,60.0803210,30.3444858
,60.0582955,30.2753805
Магнит,59.9383297,30.2405942
,59.8613255,30.4585166
,59.8807374,30.4586296
Пятерочка,59.9779700,30.3730000
Семишагофф,59.8757298,30.4345807
Семишагофф,59.9052459,30.5205532
Магнит,60.0590330,30.4213019
,59.8619520,30.4131315
Семишагофф,59.8931894,30.4539432
Пятерочка,59.8930551,30.4519815
,59.8420508,30.4953630
Перекресток,59.9889630,30.1983926
Семишагофф,59.8426317,30.1717998
,59.9309828,30.4107696
Верный,60.0585482,30.4228033
Перекресток,60.0367954,30.3456480
Пятерочка,59.9974679,30.2178834
Магнит,59.9998656,30.2151715
,59.9234972,30.3501659
,59.8763819,30.4063524
Дикси,59.8751565,30.4029917
,59.8966559,30.2577154
Дикси,59.8909449,30.2706277
Пятерочка,59.8864243,30.3589878
,60.0124615,30.3119610
Верный,60.0545460,30.4274973
Магнит,59.7066416,30.3900855
Пятерочка,59.9680760,30.3413393
Пятерочка,59.7425856,30.6173421
Лента,59.9331378,30.4396745
,59.9580733,30.3580022
,59.9445545,30.4836468
,60.0721522,30.2434562
,60.0715834,30.2383172
Дикси,59.8615876,30.5056023
Пятерочка,59.8638918,30.5149208
Дикси,59.8643381,30.5144557
,59.8632125,30.5015953
Магнит,59.7560946,30.3720121
Пятерочка,59.7553688,30.3706494
Дикси,59.8626668,30.3382199
Лента,60.0426112,30.4639664
Перекресток,59.7406113,30.6110224
Дикси,59.8505482,30.1350012
,59.8763469,30.3337008
,59.8567035,29.9507529
,59.9100818,30.2887932
Дикси,59.9337680,30.2660776
Семишагофф,59.9438967,30.4114057
Семишагофф,60.0481502,30.3304676
,59.9093606,30.2462714
Пятерочка,59.9092673,30.2555961
Пятерочка,59.7419115,30.5784959
,60.0172455,30.6235793
,59.8795778,30.4558506
Пятерочка,59.9572364,30.4807241
,59.7377519,30.5719337
Магнит,59.9124183,30.3483544
Перекресток,60.0056430,30.2367090
Перекресток,60.0069520,30.2447570
,60.0322563,30.6322497
Перекресток,59.9195810,30.4651860
Перекресток,59.9591470,30.3195690
Перекресток,60.0527030,30.3311930
Перекресток,60.0053240,30.3280220
Перекресток,60.0000671,30.2864906
Пятерочка,59.9037336,30.3128256
,60.0386075,30.4013974
Пятерочка,59.8996161,30.5179326
,59.8440408,30.3589294
Семишагофф,59.8454173,30.3716242
Магнит,60.1123676,30.4848424
Перекресток,59.8826990,30.3705040
Перекресток,60.1220710,30.3529950
Перекресток,59.9005070,30.4858920
Магнит,59.8284057,30.3930285
,60.0208376,30.3185057
,60.0408279,30.2217356
,60.0415827,30.2210429
,59.8874791,30.3138528
Магнит,60.0584025,30.4429915
Дикси,59.8476073,30.2296284
Пятерочка,59.9477064,30.5643986
Магнит,59.9468920,30.5641805
Перекресток,59.9463160,30.5607175
,60.0083018,30.6073232
Перекресток,59.9092640,30.5139228
,60.0077592,30.6063587
Магнит,59.6638233,30.1184215
Перекресток,59.9511809,30.4731794
Магнит,59.8544688,30.3880481
,60.0825577,30.3539410
,60.0830336,30.3501944
Пятерочка,60.0493379,30.4444637
,59.9859416,30.3778330
,59.9854719,30.3791859
Пятерочка,59.8523813,30.1564941
Магнит,59.7442301,30.4724506
Магнит,59.6635061,30.5304873
Магнит,59.8856570,30.4304071
,59.8276939,30.2155955
Пятерочка,59.9391439,30.2016161
Магнит,60.0333448,30.2989012
Пятерочка,59.8522597,30.2728868
,59.8542539,30.3493947
,59.8610280,29.9362128
Пятерочка,59.7283729,30.4187619
Магнит,60.0598675,30.4300295
Лента,60.0159756,30.3174107
Магнит,59.9997915,30.3149593
Пятерочка,59.8690493,30.3690095
,59.8379659,30.3967422
Пятерочка,60.0002902,30.3526511
Пятерочка,59.8811160,30.4685655
Дикси,59.9788165,30.4210760
Магнит,59.9033088,30.4533815
Магнит,60.0074732,29.7411489
Дикси,59.7611174,30.6310089
Верный,59.9880432,30.2125874
Пятерочка,59.8752957,30.3995028
Магнит,60.0219688,30.3923798
,59.9680633,30.2773140
Магнит,59.9991594,30.3671466
Перекресток,59.9002676,29.7745505
Дикси,59.9031054,30.5215604
Пятерочка,59.9097671,30.3459095
,60.0629164,30.2890464
,59.8661227,30.4668094
,59.8894588,30.2745673
,60.0362592,30.4522447
,59.8257915,30.3371830
Семишагофф,59.8524733,30.3545887
,59.8207035,30.3382087
Пятерочка,59.8504748,30.3684670
Пятерочка,59.8271010,30.3372605
,59.8239707,30.3326432
Пятерочка,59.6853584,30.4228677
Магнит,60.0513594,30.4516841
,60.0510093,30.4496365
Пятерочка,59.8104962,30.5805239
Пятерочка,59.9505204,30.5771633
Дикси,59.9508117,30.5772458
Магнит,59.9283983,30.2606873
Пятерочка,59.9316519,30.2406941
Магнит,60.1479694,29.9369768
Верный,60.0612820,30.4313068
Магнит,59.9145981,30.4405973
Пятерочка,60.0350219,30.4173978
Пятерочка,60.0290603,30.4053606
Пятерочка,60.0282089,30.3382429
,59.8613778,30.1595430
Магнит,59.8608682,30.1586780
,59.8584235,30.1952404
Пятерочка,59.8293971,30.1772949
Магнит,60.0650894,30.4274492
Пятерочка,59.9508880,30.2463850
Дикси,60.0534865,30.4282174
,59.8675900,30.4511544
Лента,60.0354924,30.2552387
,60.0283048,30.2532637
,59.8084611,30.3684094
Prisma,59.9283419,30.3461767
,59.9534463,30.2169084
,60.0350145,30.2502120
Перекресток,60.0456915,30.3731458
Пятерочка,59.8596971,30.3505330
Магнит,60.0316953,30.4044870
Семишагофф,60.0136059,30.2662131
Семишагофф,59.9504996,30.2206772
Семишагофф,59.8435664,30.1480367
,60.0712330,30.2373057
Азбука вкуса,59.9670071,30.2728521
Пятерочка,60.0281691,30.4118208
Пятерочка,60.0207996,30.4068964
Магнит,59.9289006,30.3017218
Пятерочка,59.8355123,30.1688794
Перекресток,59.9460472,30.4979897
Магнит,59.8893602,30.3201505
Пятерочка,60.0153458,30.4102187
Лента,59.8604090,30.3899763
,59.9354327,30.4093584
Пятерочка,59.9452217,30.4140523
Пятерочка,59.9472211,30.4139597
,59.8988549,30.5165683
,60.0625447,30.4047676
Магнит,59.9193533,30.2957125
Магнит,59.9886693,30.2936980
Магнит,60.0757887,30.3446057
Магнит,59.8438846,30.2740087
Дикси,59.7426768,30.4699275
Дикси,59.9176689,30.5052318
Пятерочка,59.8962281,29.7741129
,59.7981701,29.9161391
,59.7893684,29.9305535
Пятерочка,59.8537723,30.4760122
,59.9418626,30.4782516
Дикси,59.9602224,30.4819717
Пятерочка,59.9039907,30.5061442
Дикси,60.0143168,30.3678117
,59.8417647,30.4965973
Пятерочка,59.9892453,30.2987539
,59.8161530,29.9823064
,59.7906113,30.1635058
,60.0321176,30.4588681
,60.0334806,30.4567898
,60.0360923,30.4544693
,60.0569699,30.4711809
,60.0665760,30.4569572
,60.0627543,30.4241620
Пятерочка,59.8673616,30.4432233
Перекресток,59.8402274,30.1138726
,59.7224408,30.6087574
,59.7223509,30.6073637
,59.8081640,30.5753204
,59.8884844,30.3162265
Пятерочка,59.8994031,30.5124147
Магнит,59.9005061,30.5126236
Пятерочка,59.9138840,30.4378948
Пятерочка,59.8609151,30.3297666
,60.0561660,30.3234994
Пятерочка,59.9462715,30.2711839
Пятерочка,60.0648524,30.4340117
,59.8877779,30.2700852
Пятерочка,59.9223201,30.2812133
Верный,60.0610916,30.4242395
Prisma,59.9000410,30.2722110
,60.0602711,30.4580287
,60.0624939,30.4404223
,59.8692736,30.4498688
Магнит,59.9142469,30.4866849
,59.8253602,29.9323824
,60.0283052,30.4523315
,60.0304313,30.4551806
Перекресток,59.8630337,30.4046214
Дикси,60.0422121,30.4463326
Перекресток,60.0409435,30.4445369
Пятерочка,59.9939521,30.3159647
Верный,60.0662714,30.4284552
Пятерочка,59.8739291,30.3669891
,59.8663386,30.4646544
,59.8666105,30.3876042
Семишагофф,59.8780213,30.4422718
Семишагофф,59.8195466,30.3392931
,59.8101692,30.3690579
,59.8111930,30.3675217
,60.0029722,30.4471741
,59.9571216,30.4736534
Магнит,60.0033039,30.3576100
Семишагофф,59.8542917,30.3875610
,59.6835959,30.4400334
,59.9467639,30.2712838
,60.1436918,30.2243340
Пятерочка,60.1396889,30.2169322
Магнит,59.9807910,30.5099698
,60.0558519,30.4673549
Пятерочка,60.0372944,30.3460469
Магнит,59.9629606,30.4883314
,59.9730885,30.4172734
Пятерочка,59.9614310,30.3069938
,59.9613234,30.3532871
,59.9839082,30.3491187
,59.9852436,30.3947654
Пятерочка,59.7385943,30.4773519
Магнит,59.9946723,30.3158753
Магнит,59.8930841,30.4835491
Магнит,59.9185385,30.4623221
,59.9217296,30.4594079
,59.9290947,30.4599659
,59.9118415,30.4686827
,59.9218488,30.3519126
Пятерочка,59.8818347,30.4715009
Семишагофф,59.8454147,30.2536147
,59.8441357,30.2309523
,59.7424188,30.4779070
Пятерочка,59.7428286,30.4842981
,59.7476710,30.5866025
,60.0541822,30.3104358
,60.0665157,30.3088129
,60.0226811,30.3712770
,60.0406301,30.3926986
Магнит,60.0476258,30.3750396
Магнит,60.0509375,30.3484006
,59.9597186,30.4357136
Магнит,59.9556931,30.4899900
,59.9498136,30.2250522
,59.8104746,30.3580755
,59.8109002,30.3604937
Пятерочка,59.8864905,30.3602940
,59.9808555,30.3851320
Пятерочка,59.8714244,30.3686911
,60.0273340,30.2220632
,59.8190326,30.3247470
Дикси,59.8135674,30.2934086
,59.7047407,30.5766823
Дикси,59.8499725,30.3250736
,60.0051281,30.3905595
Семишагофф,59.9794902,30.5111927
Пятерочка,59.8335383,30.3915922
,59.9441186,30.3918355
Магнит,59.8075258,30.3741220
Дикси,59.8665572,30.2660005
,59.7589127,30.6261651
Лента,59.9674290,30.2993060
Лента,60.0584570,30.4838820
Пятерочка,59.8346240,30.5101302
Дикси,59.8958036,30.4238652
Магнит,59.8312529,30.0907775
,59.8734036,30.4026689
Магнит,59.8469489,30.3794463
Пятерочка,59.8060359,30.3691984
Пятерочка,59.7029173,30.3946155
,59.8889237,30.4246704
,59.8627212,30.3898198
Пятерочка,59.9136290,29.7826514
,59.8782910,30.3957789
Магнит,59.7503200,30.5794714
Магнит,59.8140427,30.5655006
Пятерочка,59.8643023,30.1696729
Магнит,59.8523756,30.2498862
,60.0689348,30.3941177
,60.1646816,30.5415857
Пятерочка,59.9485982,30.5674131
Пятерочка,59.9440600,30.6064744
Магнит,60.0387921,30.4530698
Дикси,60.0355541,30.4574335
Магнит,59.9315889,30.4653674
Дикси,59.7234357,30.4036379
Магнит,60.0446509,30.4635927
Пятерочка,59.9001465,30.5114250
Магнит,60.0006196,30.4357105
Пятерочка,60.0340200,30.4488230
Пятерочка,60.0673141,30.4018040
,59.8223962,30.3314578
Магнит,59.9488671,30.5566300
Магнит,60.0683540,30.4025723
,59.9049278,30.4767738
Магнит,60.0253929,30.3827152
Перекресток,59.8691011,30.1586122
Верный,59.8666692,30.1611898
Дикси,60.0052561,30.2901494
,60.0057902,30.2823224
Дикси,59.9032837,30.5171981
Дикси,59.8387734,30.3854840
,60.0032147,30.2359179
Перекресток,59.9491183,30.2336731
Мираторг,59.9403629,30.3505225
,59.9541242,30.4225980
,60.0054798,30.2987515
,60.0696729,30.3107328
,59.8694864,29.8656789
,59.8028338,30.3767310
Магнит,60.0494468,30.4439910
Пятерочка,59.8653162,30.4437241
Пятерочка,60.1199444,30.1749230
Перекресток,59.9861651,30.2185602
Магнит,59.8391905,30.3852224
Магнит,59.9009354,30.4570927
Семишагофф,59.8138881,30.5647611
Магнит,59.8119634,30.5692672
Пятерочка,59.8149415,30.5747323
Пятерочка,59.8155672,30.5765989
Пятерочка,59.9524363,30.2317223
Перекресток,59.7428259,30.4719919
,59.6961654,30.4198839
Лента,59.7911180,30.1496973
,59.8437155,30.1052014
Дикси,60.0470106,30.4614809
,60.0087722,30.2979386
Семишагофф,59.9331862,30.3768502
Карусель,59.8250113,30.1738279
Карусель,59.8715155,30.3413082
Пятерочка,59.8497018,30.2567020
,59.8311071,30.2206008
,59.8341358,30.3516342
,59.8383895,30.3488014
Дикси,59.9389672,30.4866353
Дикси,59.9559548,30.5966916
Дикси,59.9964435,30.3214548
Перекресток,59.9520893,30.2330151
,59.7464181,30.6095659
,60.0105400,29.7183177
Магнит,59.8527327,30.3140525
,59.8523446,30.2962270
Верный,59.8599440,30.4139503
Магнит,59.8707674,30.3816008
,59.9244322,30.3513085
Магнит,59.7024846,30.3814801
Перекресток,59.8341768,30.2047232
,59.8545298,30.2840473
,59.9205113,30.4390168
Дикси,59.7395002,30.0898339
,59.9535069,30.4821598
,60.0136711,30.3937733
,59.9837970,30.3535615
,59.9579646,30.2998075
,59.9385526,30.4773992
,59.9410785,30.3600472
,59.9120921,30.3217050
,59.8646062,30.4455399
,59.8792775,30.2666942
,59.8602456,30.1876214
,59.8325729,30.3454345
,59.8195039,30.3400132
,59.8070261,30.3772723
Eurospar,59.9484474,30.3597535
Eurospar,59.9346110,30.3342564
Eurospar,59.9285924,30.3457725
,60.1498477,30.5110583
Магнит,59.8481423,30.2425090
,59.8531500,30.1936630
Пятерочка,59.9655444,30.4362855
Семишагофф,59.8305153,30.4250572
Магнит,59.7608076,30.4714290
Магнит,60.0679278,30.4282390
Перекресток,60.0473524,30.3654837
Пятерочка,59.8382809,30.3573570
,59.9236541,30.4836481
,60.0069609,30.6064005
,60.0311557,30.6289123
,59.9027952,30.5104501
,60.0130902,30.2520600
Лента,59.7356705,30.4714544
Магнит,59.7312145,30.4550492
Магнит,59.7326940,30.4674058
Дикси,59.7404080,30.4751889
Дикси,59.7448889,30.4772491
Пятерочка,59.8448705,30.3091565
Eurospar,60.0361721,30.4448143
,59.7491369,30.6047881
,59.7623373,30.3248177
,59.8345407,30.4017177
,59.9829459,30.2371397
Пятерочка,59.9872470,30.4269536
,60.1453737,30.2225116
Лента,59.8984274,30.5129841
Пятерочка,59.8406429,30.3396801
Магнит,59.8431881,30.3296388
Светофор,59.9028826,30.3376500
Магнит,59.9050956,30.3400711
Магнит,59.7256701,30.4272523
Светофор,59.8198615,30.3558747
,59.8978463,30.3115421
Магнит,59.8618182,30.3131505
,59.8556453,30.3148909
Магнит,59.8978896,30.3074013
Магнит,59.8402014,30.2402513
,60.0530468,30.4261568
Семишагофф,59.9242556,30.4539481
,60.0050331,30.4196326
Пятерочка,60.0125458,30.4112663
Пятерочка,60.0777308,29.9680078
Магнит,60.0722267,30.3379458
Пятерочка,60.0556854,30.3382838
Верный,60.0548818,30.3385514
Перекресток,60.0488370,30.3331290
,60.0249034,30.3181966
Верный,60.0023862,30.3379711
Магнит,59.9810034,30.3501031
Магнит,59.9865644,30.3673987
,59.9292921,30.3520797
Пятерочка,59.9367239,30.2559354
Магнит,59.8093126,30.0785949
Магнит,60.0565187,30.2673968
Пятерочка,59.9302161,30.2531977
Пятерочка,59.9443022,30.2849236
Перекресток,59.8996220,30.4508047
Магнит,59.8757262,30.3766994
Семишагофф,60.1114510,30.4922773
Магнит,60.0675620,30.4295181
Eurospar,60.0526649,30.3127474
Магнит,59.9357077,30.4359441
,60.0109766,30.4805598
Пятерочка,59.8441897,30.3177741
Светофор,60.0627163,30.3923819
,60.0728946,30.3442672
Светофор,60.0736975,30.2833263
Светофор,60.0384363,30.0009578
Светофор,59.7765194,30.0493420
,59.8468668,30.3200343
Пятерочка,59.8693342,30.2724617
,59.8638219,30.1658633
,59.9379921,30.2673079
Лента,59.8316186,30.3626908
Пятерочка,59.9259521,30.3674438
,59.8617583,30.1839953
Пятерочка,59.9018645,29.8167927
,59.8097582,30.0864324
,59.9443948,30.2842312
Пятерочка,59.8636812,30.1727392
Перекресток,60.0018054,30.2990403
,59.9372831,30.1979714
,59.9256191,30.3732709
,59.9665267,30.3950991
,60.0152797,30.0098464
Магнит,59.8471097,30.5139726
Светофор,60.0648746,30.3194336
Дикси,60.0397621,30.2539503
Магнит,60.0372933,30.2560641
,60.0404193,30.2537729
Магнит,60.0404324,29.9771780
Светофор,59.9657547,30.3678886
,59.9484033,30.5563651
Семишагофф,59.9984952,30.3660582
,59.7907875,30.1679112
Дикси,59.8477643,30.4150299
,59.8704566,29.8680336
,59.9461989,30.5616948
Дикси,60.0102585,29.7192004
Пятерочка,59.9978662,29.7652218
Верный,59.8757467,29.9224904